idx,class,conversation
3720,협박 대화,제대로 회신 못할 때마다 네 동생 손가락 하나 이거 풀어줘 말대꾸 하면 발가락 하나씩 날아간다 내 동생은 죄가 없잖아 왜 없어 너같은 핏줄을 둔 죄가 있지 말할게 아니 내가 널 쉽게 믿을 수 없지 자 어느 손가락부터 건드려볼까 제발 그만해 그러게 진작 불지 그랬니
3721,협박 대화,너 김디귿이랑 바람 폈냐 뭐 무슨 말도 가운데 되는 소리야 그럼 도대체 이건 다 뭔데 너가 그걸 어떻게 똑바로 말해 김디귿 이 새끼 도대체 누군데 나도 잘 모르는 사람이야 진정해봐 당신 장모님께 다 말씀드릴거야 이혼해 절대 말하지마 말하면 나 뛰어내릴거야 지금 뭐하는 짓이야 말하기만 해 나 죽을거야
3722,직장 내 괴롭힘 대화,선생님 이번에 수학여행좀 저 대상 다녀와주세요 수학여행이요 선생님 반이요 네 갑자기 왜요 아 제가 몸이 좀 안좋을것같아서 부탁좀 드릴게요 그래도 별 다른 이유도 없는데 제가 가는 것도 안좋아 보일 것같아요 선생님 곧 계약 끝나시지않으세요 여기 이사장 우리 외삼촌인거 아시죠 아네 이번 수학여행만 잘다녀오시면 제가 말씀좀 드려볼게요 외삼촌이 저 이뻐하시거든요 애들 데리고 수학여행 갈 생각하니까 벌써부터 두통이와서 잠이안와 피부가 푸석푸석해지더라구요 네
3723,갈취 대화,야 나도 너 도시락좀 먹자 못가져왔어 너 저번에도 내꺼 다 먹었잖아 아 정말 돼지도 아니고 왜이렇게 욕심이 많아 그게 아니라 너는 너가 다 먹으니까 그런거지 하야 내가 먹으면 얼마나 먹는다고 그리고 너 살빼야될 것 같은데 뭐너 그게 할소리야 아니 그렇잖아 너 많이 먹어서 내가 반상 먹어주는데 고마워해야하는거 아니야 하 그래 고맙다 고마워 또 그렇게 비꼬아서 말하진 말자화날것같으니까 알았어 미안
3724,기타 괴롭힘 대화,변환 나한테 왜 이래 너만 보면 빡치니깐 제발 하지마 니가 힘들어 할 수록 난 너무 재밌네 찐따들 놀리는게 제일 재미있어 준희야 우리 유튜브에서 본 기술 한번 써보자 제발 하지마 흑흑 쟤 벌써부터 우는것 좀 봐 웃긴다 우린 아직 시작도 안했는데 야야 너 내가 하라는대로 해봐 으흐흑 그만해 제발
3725,협박 대화,저기요 할아버지 여기 버스 안이기도 한데 환기도 잘 안되니까 마스크 좀 써주세요 너가 뭔데 나보고 쓰라 말아야 나한테 뭐 해준거 있어 그게 아니고 이제 버스에서 원래 마스크 안쓰면 내리시거나 벌금 내셔야 해요 그래서 뭐 어쩌라고 지금 나 내좇을 수 있는 사람 있어 그럼 여기서 내리세요 제가 내려드릴게요 공공장소인데 남한테 피해주면 안되시죠 너 내가 죽여버릴거야 각오해 마스크 그거 평생 안쪽 쓰게 만들어줄게 그게 뭔 소리세요 그런 말 함부러 하시면 안되죠 아무리 연세가 많으시다고 해도 그니까 애초에 왜 내 신경을 건드려 내가 지금은 이렇게 조용하지만 어릴적에는 여럿 패고 다녔어 오랜만에 힘 좀 써야하네 협박하시면 신고하실거고요 마스크 하나 써달라고 했다고 그렇게 말씀하시지 마세요 내가 뭐 어떻게 말하던 무슨 상관인가 실제로 죽일것도 아닌데 오늘 저녁에 죽을거 같을 때 신나게 신고하던지 끌끌
3726,갈취 대화,승한아 나 버스비 충전해야하는데 돈이 없어 만원만 빌려주라 응 안돼 나 한달 용돈 그런 없단 말이야 나 학원 그럼 못다녀 좀 빌려줘 정말 미안한데 나 진짜 돈이 없어서 그래 나 돈이 없어 좀 빌려주라 안돼 미안해 야 좀 너무하네 나는 당장 학원 올 돈도 없다고 그럼 걸어다니냐 아니 그건 아닌데 너를 빌려주면 나는 어떻게 벼텨 내가 너 용돈 받기 전까지 돌려줄게 그럼 되는거 아니야 알겠어 용돈 받기 전까지 꼭 줘
3727,갈취 대화,너네 엄마 목걸이는 없어 못 찾았어 이 새끼 봐라 구라 치지 마 진짜야 없으면 사오기라도 해야지 뭐 하는 거냐 나 돈 없어 목걸이 대신 네 목 따 버릴 거야 어떻게 그런 말을 유해 정말이라니까 내일까지 기회 줄 테니까 찾아와 알겠어
3728,직장 내 괴롭힘 대화,너는 보고서도 제대로 못 쓰면서 회사에 왜 들어왔는지 모르겠어 죄송합니다 프로젝트 끝날때까지 야근하면서 보충해 저녁에 다른 일이 있어서 어렵습니다 일을 이렇게 못 하는데 다른 일을 하겠다고 죄송합니다 암튼 죄송하면 무급으로 야근하면서 일 마무리 유해 근무시간에 제대로 처리하겠습니다 무슨 말대꾸야 하라면 유해 일도 더럽게 못 하면서 알겠습니다
3729,기타 괴롭힘 대화,철수 씨는 그 학원 나와서 그 연봉 받고 살만해요 그게 무슨 말씀이시죠 아니 그렇잖아요 학교도 좋지 않고 연봉 수준도 낮은데 살기 힘들지 않나 해서 그건 제가 알아서 할 일이죠 저는 그냥 걱정돼서 앞으로 상황이 나아질 것 같지도 않은데 할 말이 없네요 그렇죠 미래가 없으니 할 말도 없으시겠죠 저는 그래도 열심히 살고 있어요 열심히 살면 뭐해요 나아지는 게 없을 텐데 다시 태어나도 불가능할 것 같고 그만 얘기하고 싶네요
3730,갈취 대화,야 너 어제 여자탈의실 몰래 훔쳐봤지 아니야 내가 언제 내가 다 봤어 어제 층 여자탈의실 앞에서 너 학교에 확 소문내버린다 아니야 제발그러지마 근데 너 그옷 좋아보인다 뭐 이 입성 그래 그 입성 한번 입어보자 비싸보인다 안돼 아빠가 사주신거야 그래 그럼 소문내도 상관없지 내일부터 얼굴못들고 다니게 해줄게 안되는데 여기 몇번 입고 돌려줘
3731,갈취 대화,아 아줌마 운전을 이렇게 하면 어떻게 해요 네 무슨 일이시죠 아줌마가 주차하면서 내 오토바이를 쳤잖아요 무슨 소리에요 이렇게 주차 선 안에 차가 잘 들어가 있는데 여기 보세요 제 오토바이가 이렇게 쓰러져 있잖아요 아줌마 차가 내 오토바이를 쳤다니까 말도 안되는 소리를 이렇게 경찰을 불러도 되지만 여기가 또 호텔 주차장이잖아아줌마를 위해서 내가 싸게 처리할게요 한 어때요 말도 안 되는 울림 하지 마세요 그럼 경찰도 부르고 보험회사도 부르고 아줌마 남편도 부를까 다음주부터 사이좋게 남편하고 운전연수 하면 되겠네 이거 완전 사기꾼이네
3732,기타 괴롭힘 대화,나 저번에 너희 가족 밥먹는 거 봤는데 언제 주말에 응 근데 너네 엄마 아빠랑 동생은 가족 같은데 넌 왜 그렇게 달라 내가 어 너 혹시 주워온 거 아냐 날 왜 주워와 나 엄마 아빠가 키워주신 거 맞거든 키워준 화기 맞아도 아니 그렇잖아 너는 완전 돼지같고 뚱뚱하고 못생겼는데 크크 돼지 같다니 나 정도면 평범한 거 아냐 야 미쳤어 요즘 너 정도면 어디가서 사람 취급도 못받아 나중에 엄마 아빠가 너 불러다가 사실 넌 우리 자식이 아니야하실 듯충격이겠네 그만해라 진짜
3733,협박 대화,너 그 따님 좋아하지 언제부터야 아닌데 그리고 우리 헤어졌는데 뭔 상관이야 당연히 헤어졌지만 하루도 안돼서 다른 여자한테 플러팅하고 다니는게 내 눈에 보이는데 심지어 그 여자도 내가 잘 아는 사이잖아 만약에 맞으면 어쩔건데 네가 그렇게 뻔뻔하게 나오면 우리 사이에 있었던 일 다 말할거야 참나 이렇게 나오기야 그 여자가 너 이런 사람인거 알고도 좋아할 거 같아 지금 나 협박하는거야 네가 나를 열받게 했으니까 같이 죽어버리든가 하자
3734,직장 내 괴롭힘 대화,정한씨 내일에 무슨 약속 있어요 아니요 없습니다 그래요 잘됐다 그럼 내일 나 유상 거래쳐 미팅 좀 갔다와요 네 왜 갑자기 그러십니까 아니 나 회사안에서만 있고 싶어서 정한씨 능력도 좀 보고 아 죄송합니다 저도 저의 일이 있어서 멀 죄송해 죄송하며 갔다와 아니요 저도 제 업무가 있어서 대리님이 가시는게 맞는 것 같습니다 뭐 지금 장난해 너 매일같이 야근하고 싶어 아니요 이건 아닌 것 같습니다
3735,직장 내 괴롭힘 대화,직원씨 오늘 뭐해 아 저 오늘 해야 할 업무 마무리 되어서 곧 퇴근하려구요 아 그래 마침 잘 됐네 내가 오늘 일이 있어서 지금 급하게 가봐야하는데 이 업무좀 보답 해줘 네 저 며칠 동안 상무님 일 보답 하느라 야근만 일주일 넘게 했습니다 그래서 그건 원래 직원씨가 해야할 일이었고 아무튼 나 가야하니까 이것좀 해놔 며칠만에 쉬는거라 안될 것 같습니다 어머 직원씨 자기가 이렇게 융통성 없으니까 사람들이 자기를 싫어하지 하라는 대로 재깍재깍하면 부딪히지도 않고 얼마나 좋아 네 그게 아니라 제가 일 도맡는건 아 됐고 하고 낼 아침까지 책상위에 올려놔 안하면 회사 생활 쉽지 않을야 하 네
3736,협박 대화,내 남편이랑 언제부터야 너 당신이 상상도 못할 만큼 오래 됐어요 너 원래 이렇게 뻔뻔하니 뻔뻔한 총 오빠 마음 떠난 거 뻔히 아는데도 모르는 척 하는 당신이죠 너 너희 둘 내가 가만 안둘 거야 당신이 뭘 할 수 있는데요 둘 다 내가 얼굴 못들게 다니게 할거야 간통도 폐지된 마당에 참 무섭네요 내가 니들 갈기갈기 찢어버릴거야 네 마음대로 하세요
3737,기타 괴롭힘 대화,야 저 사람봐봐 진짜 그 티비에 나오는 못생긴 개그맨 닮지 않았냐 푸하하하핳 야 진짜 못생겼다 헐 너무 크게 얘기했나봐 저기요 지금 저한테 말씀하신거에요 아닌데요 아 그래요 네 그냥 가던길 가시면 될거같은데요 야 저 사람 못생긴 대상 귀는 밝은가봐 자기가 못생긴지 아나보네 저기요 저한테 하신말 맞네요 저 지금 심각한 모욕감을 느끼고 있는데 빨리 사과하세요 네 다른사람보고 한말인데요 그쪽이 너무 예민한거 같은데요 제가 다들었어요 그 두분들도 잘생기신편은 아닌거같은데 그런말할 권리가 어디있나요 대체
3738,기타 괴롭힘 대화,야 너네 엄마가 너 그렇게 낳아서 안 슬퍼 내가 뭐 어때서 난 괜찮아 제대로 걷지도 못하는 병신이 뭐가 괜찮아 무슨 말을 그렇게 손해 하지마 나같으면 그렇게 태어나면 그냥 자살했어 난 나름 자신감 가지고 살고 있다고 너나 잘해 너보단 훨씬 자신감 있게 살고있어 불구야 제발 그만해 이렇게 놀리면 재밌어 재미가 아니라 너같은 애들을 보는게 너무 혐오스러워 너무해 제발 그만하란말야
3739,기타 괴롭힘 대화,야 너 화장 왜그러냐 응 왜 이상해 입술색 너랑 안어울려 아 그래 나한테 어울리는거 같아서 샀는데 너보다 내가 잘 어울릴거 같은데 내가 너보다 훨 이쁘잖아 안그래 아그렇긴한데많이 이상해 응 존나 이상해 친구여서 솔직하게 말하는건데 나쁘게 듣지마 너 지금 하고다니는 화장도 이상하고 특히 사람 립 진짜 안 어울려 호박에 줄 긋는다고 수박 되니 그렇게 꾸민다고 못생김이 어디가니 말이 너무 심하잖아
3740,직장 내 괴롭힘 대화,김대리 이걸 작업이라고 해 온 건가 네 자네 눈에는 이게 제대로 해 온 거라고 보이는가 보전 자네 눈이 어떻게 됬나 저는 부장님이 말씀하신대로 본인이 제대로 못했으면서 이제 생사람 잡네 그래서 내 잘못이다 아닙니다제가 잘못했습니다 자네 내가 우습나 죄송합니다 자네 이거 제대로 못하면 오늘 퇴근 할 일은 없을거야 네알겠습니다
3741,갈취 대화,애 아가야 네 어머니 아범 몰래 나 돈 천만 주라 어머니 제가 그렇게큰돈이 어딨어요 그리고 아범한테 저도 받아쓰잖아요 그 사랑이 이름으로 꼬박꼬박 저금하는 거 있잖아 아휴 어머니 그거는 사랑이 나중에 아카데미 갈때써야죠 애 애미야 사랑이 대학갈 일은 아직 멀었고 나는 이제 언제 죽을지도 모르는 늙은이인데 나한테 양보하는게 맞지 않니 어머니그러지마세요 니가 돈 안주면 나 콱 저녁 밥상에 농약이라도 뿌려서 우리식구들 다 죽여버릴란다 그럼 사랑이도 그돈 못쓰고 죽겠네 어머니 어떻게 그런말씀을 그니까 좋은게 좋은거라고 그냥 좀 주라 며느리한테 이렇게 굽신굽신 거려야겠니
3742,기타 괴롭힘 대화,저기 우리 애가 아직 어린데 애기 안고 영화보면 저 명 몫만 영화값 내면 되죠 안녕하세요 고객님 육아카드와 같이 아기 개월 수를 확인 할 수 있는 게 있어야 합니다 아니 그런 걸 누가 매번 들고다녀요 오늘 깜빡하고 안가져왔어요 고객님 정말 죄송하지만 나이 확인이 안되면 아기는 어린이 용 영화 티겟을 구매해주셔야 합니다 아니 알바생이 어려서 뭘 좀 모르네 유도리있게 해야지 딱 봐도 어리잖아 누가봐도 애기인데 그냥 좀 해주면 안되나 이렇게 일머리가 없어서야 원 고객님 죄송하지만 안 규정에 따라 진행되고 있어서 어쩔 수 없습니다 불편하시겠지만 양해 아 그냥 해달라고 뭔 말이 많아 고객님 죄송하지만 어렵습니다 어린이요금 추가해서 명 계산해드릴까요 하 진짜 말귀 못알아먹네 답답해서 진짜 점장 나오라해 너 내가 오늘 가만 안둬 지금 영화 시간 지났잖아 너 때문에 점장님 불러드리겠습니다
3743,갈취 대화,김대씨 맞습니까 네 맞는데요 월 일 불법야동사이트에 접속해서 그날 그곳에서 라는 영상보셨죠 헉 네 그런데요 제가 동정 사이트 운영잔데 당신이 보실때 개인정보동의해서 개인정보를 내가 가지고 있거든 원하는게 뭔데요 요즘 사이트 접속자가 없어서 돈이 안벌려 만원만 보내주는 계좌로 보내 경찰에 말하면 알지 그그건 너무 심하잖아요 그럼 보내든가 알겠어요 계좌번호 주세요
3744,직장 내 괴롭힘 대화,씨 지금 뭐하니 아 네 집이에요 아 내가 지금 그 근차 지나가는데 혹시 성상 돼 같이 술 한 잔 하자고 네 무슨 일로요 아니 우리 같은 팀이고 같이 친해야 일의 능률도 오르고 호흡이 맞자나 그냥 팀원간 화합을 위해서지 아 그럼 다 같이랑 등 만나자는 건가요 에이 걔네는 보다 직급이 낮은데 뭐하러 불러 업무의 중심 축은 우리 둘이자나 아 저는 단 둘이는 좀 업무랑 무관하면 그냥 주중에 뵙는 걸로 하죠 아니 자기는 항상 이러더라 내가 대화 좀 하자고 부르는 거자나 주중에는 다들 있으니까 속 깊은 얘기를 못 하잖아 내가 신경써누는 건데 왜 이렇게 예민하지 아 네 죄송합니다 그래도 좀 어려울 거 같아요 하 참 진짜 사람 챙겨줘도 내 맘 몰라주네
3745,기타 괴롭힘 대화,어이 애자 응 나 불렀어 그래 애자너 요즘도 다리 쩔뚝거리냐 아니 제대로 걸어 쩔뚝이가 쩔뚝 안거리고 뚜벅뚜벅 걷는구만 응 뚜벅이나 쩔뚝이나 뭘 하든 넌 애자인거 알지 장애가 있는 기관총 맞는데 그렇게 불편하진 않아 아 이새끼 말대꾸하는 것 봐 아니 그게 아니라
3746,기타 괴롭힘 대화,아니 머리가 왜 이래 고객님 제가 그래서 고객님은 곱슬이라 이머리 하면 더 풍성해진다고 말씀드렸어요 아니 그래도 그렇지 이게 사람이야 푸들이지 분명 괜찮으시다고 하셨잖아요 아니 괜찮은것도 정도가 있지 이거 연륜 이대로 못나가 세시간이나 걸렸어요 필요없어 다시 피든가 아니면 고소당할준비해 네 제가 고소를 당해요 어 사람 머리가지고 아주 장난질을 했다고 내가 너 고소할거야 아 그냥 다시 풀어드릴게요 앉으세요 네시간걸려요 얼마가 되든 원상복귀해놔
3747,협박 대화,너 사람 여자 좋아하지 언제부터야 아닌데 그리고 우리 헤어졌는데 뭔 상관이야 당연히 헤어졌지만 하루도 안돼서 다른 여자한테 플러팅하고 다니는게 내 눈에 보이는데 심지어 사람 여자도 내가 잘 아는 사이잖아 만약에 맞으면 어쩔건데 네가 그렇게 뻔뻔하게 나오면 우리 사이에 있었던 일 다 말할거야 참나 이렇게 나오기야 사람 여자가 너 이런 사람인거 알고도 좋아할 거 같아 지금 나 협박하는거야 네가 나를 열받게 했으니까 같이 죽어버리든가 하자
3748,직장 내 괴롭힘 대화,대표님저 드릴 말씀이 그래 무슨 일인가 저 이번에 임신을 하게되어 뭐라고 내가 분명 자네 우리 회사 올 때 말하지 않았나 그렇지만임신을 제가 혼자 결정하는 것도아니고어쩌다보니 그래서 뭐 회사를 나가겠다는 건가 네 아닙니다휴가를 자네 지금 양심이 있는 건가 없는 건가 지금 시기가 얼마나 중요한지 몰라 알지만제가 김직원한테 잘 인수인계하고몇달만 내가 이래서 자네 회사에 들여 보내는 걸 반대하려했었는데참쯧쯧 일단 나가보게 일부터 손해
3749,협박 대화,야 너 지금 저기 앞에 보이는 차 따라가 빨리 네네 근데 혹시 왜 따라 가시는 건가요 저분도 되게 뛰어오셔서 타시던데 너가 알바야 운전이나 손해 놓치기만 해봐 저기요 내리세요 자꾸 그렇게 위협하시고 왜 따라가시는지도 모르는데 더 이상 운전 못합니다 너 나한테 죽고 싶냐 야 이 총 보이지 왜 우리나라에 총 있으니까 가짜 같냐 탕 이제 실탄이야 움직여 네 그럼 어디까지 따라가야 하는지만 알려주세요 너무 외진곳까지 따라가기 좀 그렇지 않습니까 너도 할 일이 다 있지 쟤 따라가서 도착하면 집 안에 들어가서 폭탄 설치해 터뜨리는건 내가할테니까 네 사람이 들어갔는데 폭탄을 설치하라고요 전 그렇게 못 합니다 어떻게 다른사람을 죽이면서 합니까 너가 죽고 싶냐 야 제발 하라면 하라는대로 손해 목숨이 아깝지가 않은가봐 하라는대로 안 할거야 아니요 아니요 하라는대로 할테니 제발 살려만 주세요
3750,협박 대화,아줌마 한 주만 여기에 죽닥치고있어 그러면 풀어줄게 아니 무슨 소리에요 남편 간병호해야해요 저 아줌마 아줌마가 호 아저씨 죽였지 그거 다 알아 가만히 있으면 풀어줄테니까 주만 참아 그럼 동생 남편은요 저 진짜 아무말도 안할게요 네 아저씨 네 하 이 아줌마가 아줌마 아줌마 때문에 지금 재개발 되게 생겼잖아 지금 뒤지고싶어 저는 괜찮은데 동생 남편이 아파요 저 이제 안그럴게요 아저씨 제발요 네 이년이 진짜 뒤지고 싶나 아줌마 이제 보니 존나 이기적이네 좀 맞자 아줌마 죄송해요 아저씨 진짜 죄송해요 근데 동생 남편 남편 간호해야해요 네 하 그냥 닥치고 있어 아줌마 퍽 남
3751,갈취 대화,춘추 오늘 친구생일이야 그런데 친구 생일인데 내가 돈이 없어 돈이 없어서 돈이 없어서 돈 좀 달라고 만원만 내가 너 봉이야 이번만 좀 내놔 됐어 니가 언제갚았다고 니 비밀 다 불어버린다 알겠어 줄게
3752,직장 내 괴롭힘 대화,저 책임님 드릴 말씀이 있습니다 어 뭔데 얘기해 제가 다음 주에 급하게 집에 내리 봐야하는 일이 생겼는데 혹시 밀린 휴가 사용 가능할지 여쭤보고 싶습니다 요즘은 아주 멋대로들이구나 네 이 회사 안에서 너만 힘들어 아닙니다 나도 이번 달에 못쉬면서 이렇게 힘들게 일하고 있는데 너는 쉬겠다는 말이 나와 기가 차서 정말 집안에 급한 일이라 이번 주 야근하면서 다음 주에 일정 차질 없도록 다 미리 보완하겠습니다 이번 달 휴가는 못쓰는걸로 알아 이번 달은 바쁘니까 이월된 휴가도 다 안쓰는 걸로 알게
3753,직장 내 괴롭힘 대화,야 일 제대로 안해 아니 물량수준이 희망사항 수준인데 그래서 뭐 임마 사람 많은 작업량을 똑같은 시간에 어떻게 제대로 합니까 자네 여기서 불만이 많으면 딴 공장 알아보게나 네 알겠습니다 그러나 그동안 일한 만큼은 받아 내야겠습니다 시끄러워 도중에 나간 새끼가 뭘 잘했다고 돈을 받나 아니 지금 말 다했나요 남자가 일을 시작했으면 책임지고 끝내야지 이 남자도 아닌것아 그래서 돈을 안주시겠다는 건가요 난 책임감 없는 존재는 사람으로 안본다네
3754,기타 괴롭힘 대화,야 너는 맨날 똑같은 옷만 입고 다니냐 아니야 더러워 진짜 냄새도 나냐 아 아니야 뭐야 뭐가 아닌데 그거 참새 옷이야 아니 엄마가 옷 안 사주셔 아들 냄새도 모르시나 야 뭐 소리 지르니까 입냄새도 나네 이새끼
3755,기타 괴롭힘 대화,야 얘들아 길동이네 엄마 장애인이래 헐 대박 뭐야 진짜 쟤는 그러면 장애인 엄마가 해주는 밥 먹고 다니는거야 그렇다고하네 어쩐지 어우 내 아 아니야우리 엄마 내 안나 안나기는 어우 내 저리가 아니야 진짜 내 안난다고 그냥 너희랑 똑같은 밥 먹은거야 뭐 똑같 뭔 소리니 너희 엄마 장애인인데 뭐가 똑같니 흥 그니까말이야 어딜 니가 우리랑 같아지려고하니 니 엄만 장애인이야 아니야아니야 울보래요 울보래요 흑흑
3756,갈취 대화,야 너네둘 일로와봐 왜 그러시는데요 가지고있는 정가 얼마있냐 하나도없어요 뒤져서 원이라도 나오면 맞을줄알아 사실 정가 있어요 근데 이거 학원비란 말이에요 좋은 말 할때 가지고와라 맞기전에 정말 안돼요 살려주세요 안되겠다 너오늘좀 맞자 드드릴게요
3757,직장 내 괴롭힘 대화,지출결의서에 도장이 애먼데 찍혔던데요 아 정말요 죄송합니다 아니 누가 사과듣고 싶대요 네 지출하려다 오늘다 다른 팀 것도 안했어요 형민쌤 때문인줄 아세요 제껏만 빼고 하시지 그러셨어요 아니 그럼 형민샘이 다음부터 조심 안할것같아서 오늘 지출 다 안했어요 급하게 물가 들어갈때 많다고 다른 팀들도 글던데 그래도 그렇지 어떻게 그러세요 암튼 내가 이렇게 좀 강하게 나가야 형민샘도 두번 세번 확인하겠죠 다른 팀들한테 욕좀 먹으면 정신도 번쩍 들테구요 네
